id,dateadded,name,reviews_date,reviews_rating,reviews_username
AVpfpzCi1cnluZ0-oxEr,2015-06-02T08:44:19Z,"Kindle Fire HDX 8.9""",,,"Things I Love Like,"
AVpfpzCi1cnluZ0-oxEr,2015-06-02T08:44:19Z,"Kindle Fire HDX 8.9""",,,B. Tarbuck
AVpfpzCi1cnluZ0-oxEr,2015-06-02T08:44:19Z,"Kindle Fire HDX 8.9""",,,B. Tarbuck
AVpfpzCi1cnluZ0-oxEr,2015-06-02T08:44:19Z,"Kindle Fire HDX 8.9""",2013-11-07T00:00:00Z,,Amazon Reviewer
AVpfpzCi1cnluZ0-oxEr,2015-06-02T08:44:19Z,"Kindle Fire HDX 8.9""",,,"Things I Love Like,"
AVpfpzCi1cnluZ0-oxEr,2015-06-02T08:44:19Z,"Kindle Fire HDX 8.9""",,,B. Tarbuck
AVpfpzCi1cnluZ0-oxEr,2015-06-02T08:44:19Z,"Kindle Fire HDX 8.9""",,,B. Tarbuck
AVpfpzCi1cnluZ0-oxEr,2015-06-02T08:44:19Z,"Kindle Fire HDX 8.9""",2013-11-07T00:00:00Z,,Amazon Reviewer
AVpfpzCi1cnluZ0-oxEr,2015-06-02T08:44:19Z,"Kindle Fire HDX 8.9""",,,Kimberly R. Norton
AV00l7jV-jtxr-f30lnX,2017-07-12T02:19:04Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,2017-01-30T00:00:00Z,5,D. Miyao
AV00l7jV-jtxr-f30lnX,2017-07-12T02:19:04Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,2016-11-06T00:00:00Z,5,dm
AV00l7jV-jtxr-f30lnX,2017-07-12T02:19:04Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,2016-11-11T00:00:00Z,4,Corey Clarke
AV00l7jV-jtxr-f30lnX,2017-07-12T02:19:04Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,2016-11-28T00:00:00Z,5,A.C
AV00l7jV-jtxr-f30lnX,2017-07-12T02:19:04Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,2016-11-17T00:00:00Z,3,Vincent Pompei
AV00l7jV-jtxr-f30lnX,2017-07-12T02:19:04Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,2017-04-20T00:00:00Z,5,Bob
AV00l7jV-jtxr-f30lnX,2017-07-12T02:19:04Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,2017-01-12T00:00:00Z,5,JB 85
AV00l7jV-jtxr-f30lnX,2017-07-12T02:19:04Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,,5,C. Morrow
AV00l7jV-jtxr-f30lnX,2017-07-12T02:19:04Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,2017-01-11T00:00:00Z,5,Ryan
AV00l7jV-jtxr-f30lnX,2017-07-12T02:19:04Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,2017-01-30T00:00:00Z,5,D. Miyao
AV1T09XZ-jtxr-f31CoT,2017-07-18T03:52:58Z,Amazon Tap Sling Cover - Blue,2016-04-01T00:00:00Z,4,Jbird
AV1T09XZ-jtxr-f31CoT,2017-07-18T03:52:58Z,Amazon Tap Sling Cover - Blue,,5,Devin Stephens
AV1T09XZ-jtxr-f31CoT,2017-07-18T03:52:58Z,Amazon Tap Sling Cover - Blue,2016-12-15T00:00:00Z,5,CHRISTOPHER JONES
AV3as-VX-jtxr-f3_PPu,2017-08-13T08:26:49Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,2017-01-30T00:00:00Z,5,D. Miyao
AV3as-VX-jtxr-f3_PPu,2017-08-13T08:26:49Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,2016-11-06T00:00:00Z,5,dm
AV3as-VX-jtxr-f3_PPu,2017-08-13T08:26:49Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,2016-11-11T00:00:00Z,4,Corey Clarke
AV3as-VX-jtxr-f3_PPu,2017-08-13T08:26:49Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,2016-11-28T00:00:00Z,5,A.C
AV3as-VX-jtxr-f3_PPu,2017-08-13T08:26:49Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,2016-11-17T00:00:00Z,3,Vincent Pompei
AV3as-VX-jtxr-f3_PPu,2017-08-13T08:26:49Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,2017-04-20T00:00:00Z,5,Bob
AV3as-VX-jtxr-f3_PPu,2017-08-13T08:26:49Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,2017-01-12T00:00:00Z,5,JB 85
AV3as-VX-jtxr-f3_PPu,2017-08-13T08:26:49Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,,5,C. Morrow
AV00lzd5GV-KLJ3ac0ul,2017-07-12T02:18:31Z,All-New Amazon Fire TV Game Controller,2016-03-17T00:00:00Z,2,Randall M.
AV00lzd5GV-KLJ3ac0ul,2017-07-12T02:18:31Z,All-New Amazon Fire TV Game Controller,2017-02-03T00:00:00Z,3,Dean S
AV00lzd5GV-KLJ3ac0ul,2017-07-12T02:18:31Z,All-New Amazon Fire TV Game Controller,2016-07-27T00:00:00Z,5,Erika S.
AV00lzd5GV-KLJ3ac0ul,2017-07-12T02:18:31Z,All-New Amazon Fire TV Game Controller,2016-09-07T00:00:00Z,5,Ashley
AV00lzd5GV-KLJ3ac0ul,2017-07-12T02:18:31Z,All-New Amazon Fire TV Game Controller,2017-04-22T00:00:00Z,5,Linda Watson
AV00lzd5GV-KLJ3ac0ul,2017-07-12T02:18:31Z,All-New Amazon Fire TV Game Controller,2017-06-11T00:00:00Z,4,olivarulez
AV00lzd5GV-KLJ3ac0ul,2017-07-12T02:18:31Z,All-New Amazon Fire TV Game Controller,2016-09-12T00:00:00Z,5,Theresa
AV1T1nWrglJLPUi8H8Yz,2017-07-18T03:55:50Z,Fire HD 7 Tablet,,5,JJCEO
AV1T1nWrglJLPUi8H8Yz,2017-07-18T03:55:50Z,Fire HD 7 Tablet,,5,Liberty Standard
AV1T1nWrglJLPUi8H8Yz,2017-07-18T03:55:50Z,Fire HD 7 Tablet,2015-04-22T00:00:00Z,5,Frank Epstein
AV1T1nWrglJLPUi8H8Yz,2017-07-18T03:55:50Z,Fire HD 7 Tablet,,5,Michael Gallagher
AV1T09fyvKc47QAVgf2R,2017-07-18T03:52:58Z,Amazon Fire TV Game Controller,2016-03-17T00:00:00Z,2,Randall M.
AV1T09fyvKc47QAVgf2R,2017-07-18T03:52:58Z,Amazon Fire TV Game Controller,2017-02-03T00:00:00Z,3,Dean S
AV1T09fyvKc47QAVgf2R,2017-07-18T03:52:58Z,Amazon Fire TV Game Controller,2017-04-22T00:00:00Z,5,Linda Watson
AV1T09fyvKc47QAVgf2R,2017-07-18T03:52:58Z,Amazon Fire TV Game Controller,2016-09-07T00:00:00Z,5,Ashley
AV1T09fyvKc47QAVgf2R,2017-07-18T03:52:58Z,Amazon Fire TV Game Controller,2016-09-12T00:00:00Z,5,Theresa
AV1T09fyvKc47QAVgf2R,2017-07-18T03:52:58Z,Amazon Fire TV Game Controller,2017-01-24T00:00:00Z,5,Ekgeis
AV1T09fyvKc47QAVgf2R,2017-07-18T03:52:58Z,Amazon Fire TV Game Controller,2016-09-09T00:00:00Z,1,JEREMY L THOMPSON
AV1T09fyvKc47QAVgf2R,2017-07-18T03:52:58Z,Amazon Fire TV Game Controller,2017-04-23T00:00:00Z,4,Daultim
AV1T09fyvKc47QAVgf2R,2017-07-18T03:52:58Z,Amazon Fire TV Game Controller,2016-07-27T00:00:00Z,5,Erika S.
AV1T09fyvKc47QAVgf2R,2017-07-18T03:52:58Z,Amazon Fire TV Game Controller,2017-01-13T00:00:00Z,5,Jerry
AV1T09fyvKc47QAVgf2R,2017-07-18T03:52:58Z,Amazon Fire TV Game Controller,2017-07-11T00:00:00Z,3,Celeste Z.
AV1T0-J7vKc47QAVgf2T,2017-07-18T03:53:01Z,Amazon Tap Sling Cover - White,2016-04-01T00:00:00Z,4,Jbird
AV1T0-J7vKc47QAVgf2T,2017-07-18T03:53:01Z,Amazon Tap Sling Cover - White,,5,Devin Stephens
AV1T0-J7vKc47QAVgf2T,2017-07-18T03:53:01Z,Amazon Tap Sling Cover - White,2016-12-15T00:00:00Z,5,CHRISTOPHER JONES
AV1T0_ti-jtxr-f31CoV,2017-07-18T03:53:07Z,Amazon Tap Sling Cover - Magenta,2016-04-01T00:00:00Z,4,Jbird
AV1T0_ti-jtxr-f31CoV,2017-07-18T03:53:07Z,Amazon Tap Sling Cover - Magenta,,5,Devin Stephens
AV1T0_ti-jtxr-f31CoV,2017-07-18T03:53:07Z,Amazon Tap Sling Cover - Magenta,2016-12-15T00:00:00Z,5,CHRISTOPHER JONES
AVph5AshLJeJML43f_fT,2016-02-07T20:58:01Z,Certified Refurbished Kindle E-reader,,5,Liberty Standard
AVph5AshLJeJML43f_fT,2016-02-07T20:58:01Z,Certified Refurbished Kindle E-reader,2014-11-07T00:00:00Z,5,Rustic
AVph5AshLJeJML43f_fT,2016-02-07T20:58:01Z,Certified Refurbished Kindle E-reader,,4,Michael Gallagher
AVph5AshLJeJML43f_fT,2016-02-07T20:58:01Z,Certified Refurbished Kindle E-reader,2014-11-07T00:00:00Z,,Rustic
AVph5AshLJeJML43f_fT,2016-02-07T20:58:01Z,Certified Refurbished Kindle E-reader,,,MoonX
AVph5AshLJeJML43f_fT,2016-02-07T20:58:01Z,Certified Refurbished Kindle E-reader,,,Michael Gallagher
AV1T0_tnvKc47QAVgf2V,2017-07-18T03:53:07Z,Amazon Tap Sling Cover - Green,2016-04-01T00:00:00Z,4,Jbird
AV1T0_tnvKc47QAVgf2V,2017-07-18T03:53:07Z,Amazon Tap Sling Cover - Green,,5,Devin Stephens
AV1T0_tnvKc47QAVgf2V,2017-07-18T03:53:07Z,Amazon Tap Sling Cover - Green,2016-12-15T00:00:00Z,5,CHRISTOPHER JONES
AV1T19jBvKc47QAVgf3S,2017-07-18T03:57:20Z,Kindle Paperwhite E-reader - Black,2017-05-29T00:00:00Z,5,BShaw
AV1T19jBvKc47QAVgf3S,2017-07-18T03:57:20Z,Kindle Paperwhite E-reader - Black,2015-07-01T00:00:00Z,5,Desert Rat
AV1T19jBvKc47QAVgf3S,2017-07-18T03:57:20Z,Kindle Paperwhite E-reader - Black,,5,J. Chambers
AVpg4dIu1cnluZ0-7fWM,2016-02-07T21:16:28Z,Kindle Paperwhite 3G,2017-05-29T00:00:00Z,5,BShaw
AVpg4dIu1cnluZ0-7fWM,2016-02-07T21:16:28Z,Kindle Paperwhite 3G,2015-07-01T00:00:00Z,5,Desert Rat
AVpg4dIu1cnluZ0-7fWM,2016-02-07T21:16:28Z,Kindle Paperwhite 3G,,5,J. Chambers
AV2Mus6LGV-KLJ3alnyc,2017-07-29T05:03:59Z,Fire HD 10 Tablet with Alexa,,5,Irene
AV2Mus6LGV-KLJ3alnyc,2017-07-29T05:03:59Z,Fire HD 10 Tablet with Alexa,,3,FreeSpirit
AV2Mus6LGV-KLJ3alnyc,2017-07-29T05:03:59Z,Fire HD 10 Tablet with Alexa,,5,Mocha's mom
AV2Mus6LGV-KLJ3alnyc,2017-07-29T05:03:59Z,Fire HD 10 Tablet with Alexa,,5,Lou1492
AV3atCk2glJLPUi8SQna,2017-08-13T08:27:06Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,2017-01-30T00:00:00Z,5,D. Miyao
AV3atCk2glJLPUi8SQna,2017-08-13T08:27:06Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,2016-11-06T00:00:00Z,5,dm
AV3atCk2glJLPUi8SQna,2017-08-13T08:27:06Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,2016-11-11T00:00:00Z,4,Corey Clarke
AV3atCk2glJLPUi8SQna,2017-08-13T08:27:06Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,2016-11-28T00:00:00Z,5,A.C
AV3atCk2glJLPUi8SQna,2017-08-13T08:27:06Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,2016-11-17T00:00:00Z,3,Vincent Pompei
AV3atCk2glJLPUi8SQna,2017-08-13T08:27:06Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,2017-04-20T00:00:00Z,5,Bob
AV3atCk2glJLPUi8SQna,2017-08-13T08:27:06Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,2017-01-12T00:00:00Z,5,JB 85
AV3atCk2glJLPUi8SQna,2017-08-13T08:27:06Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,,5,C. Morrow
AVphEeRyilAPnD_x035P,2015-11-06T01:15:13Z,Fire Kids Edition Tablet,2016-07-13T00:00:00Z,4,Clarissa Marshall
AVphEeRyilAPnD_x035P,2015-11-06T01:15:13Z,Fire Kids Edition Tablet,2016-02-04T00:00:00Z,1,Peter Rodick
AVphEeRyilAPnD_x035P,2015-11-06T01:15:13Z,Fire Kids Edition Tablet,2015-10-13T00:00:00Z,3,rdbud
AV29VS9cvKc47QAVp03c,2017-08-07T15:34:22Z,Fire HD 10 Tablet with Alexa,,5,Irene
AV29VS9cvKc47QAVp03c,2017-08-07T15:34:22Z,Fire HD 10 Tablet with Alexa,,3,FreeSpirit
AV29VS9cvKc47QAVp03c,2017-08-07T15:34:22Z,Fire HD 10 Tablet with Alexa,,5,Mocha's mom
AV29VS9cvKc47QAVp03c,2017-08-07T15:34:22Z,Fire HD 10 Tablet with Alexa,,5,Lou1492
AV000tWuGV-KLJ3ac2-b,2017-07-12T03:23:38Z,Echo Show - Black,2017-07-01T00:00:00Z,4,RPL
AV000tWuGV-KLJ3ac2-b,2017-07-12T03:23:38Z,Echo Show - Black,2017-06-29T00:00:00Z,4,Ni
AV000tWuGV-KLJ3ac2-b,2017-07-12T03:23:38Z,Echo Show - Black,,5,Quentin Moore
AV000tWuGV-KLJ3ac2-b,2017-07-12T03:23:38Z,Echo Show - Black,2017-06-29T00:00:00Z,3,Ni
AV000tWuGV-KLJ3ac2-b,2017-07-12T03:23:38Z,Echo Show - Black,2017-06-29T00:00:00Z,3,Ni
AV000tWuGV-KLJ3ac2-b,2017-07-12T03:23:38Z,Echo Show - Black,2017-06-30T00:00:00Z,5,kas9103
AV000tWuGV-KLJ3ac2-b,2017-07-12T03:23:38Z,Echo Show - Black,2017-06-30T00:00:00Z,5,Sandbagger
AV1T1nR5-jtxr-f31CpL,2017-07-18T03:55:49Z,Certified Refurbished Fire HD 10 Tablet,2016-12-02T00:00:00Z,5,Sandy
AV1T1nR5-jtxr-f31CpL,2017-07-18T03:55:49Z,Certified Refurbished Fire HD 10 Tablet,2017-01-10T00:00:00Z,3,donna
AV1T1nR5-jtxr-f31CpL,2017-07-18T03:55:49Z,Certified Refurbished Fire HD 10 Tablet,2016-11-19T00:00:00Z,5,Amazon Customer
AV1T1nR5-jtxr-f31CpL,2017-07-18T03:55:49Z,Certified Refurbished Fire HD 10 Tablet,2017-03-17T00:00:00Z,5,GMA
AV1T1nR5-jtxr-f31CpL,2017-07-18T03:55:49Z,Certified Refurbished Fire HD 10 Tablet,2017-02-07T00:00:00Z,3,Sara B
AV1T1nR5-jtxr-f31CpL,2017-07-18T03:55:49Z,Certified Refurbished Fire HD 10 Tablet,2016-11-21T00:00:00Z,3,Giacomo
AV1T1nR5-jtxr-f31CpL,2017-07-18T03:55:49Z,Certified Refurbished Fire HD 10 Tablet,2017-05-21T00:00:00Z,3,gamecrazy
AV1T1nR5-jtxr-f31CpL,2017-07-18T03:55:49Z,Certified Refurbished Fire HD 10 Tablet,2016-12-23T00:00:00Z,5,G Fontaine
AV1T19k3GV-KLJ3adSMS,2017-07-18T03:57:21Z,Certified Refurbished Kindle E-reader - Black,2017-06-21T00:00:00Z,4,Dixie Bee
AV1T19k3GV-KLJ3adSMS,2017-07-18T03:57:21Z,Certified Refurbished Kindle E-reader - Black,2017-06-25T00:00:00Z,5,Alex Johnson
AV1T19k3GV-KLJ3adSMS,2017-07-18T03:57:21Z,Certified Refurbished Kindle E-reader - Black,2017-07-05T00:00:00Z,5,Beaches
AV1T19k3GV-KLJ3adSMS,2017-07-18T03:57:21Z,Certified Refurbished Kindle E-reader - Black,2017-07-14T00:00:00Z,5,Amazon Customer
AV1T19k3GV-KLJ3adSMS,2017-07-18T03:57:21Z,Certified Refurbished Kindle E-reader - Black,2017-07-01T00:00:00Z,1,James H Mann
AV1T19k3GV-KLJ3adSMS,2017-07-18T03:57:21Z,Certified Refurbished Kindle E-reader - Black,2017-07-13T00:00:00Z,4,Shannon S.
AV1T19k3GV-KLJ3adSMS,2017-07-18T03:57:21Z,Certified Refurbished Kindle E-reader - Black,2017-05-12T00:00:00Z,1,Daniel Altenburg
AV1T19lYglJLPUi8H8Y_,2017-07-18T03:57:21Z,Kindle Voyage E-reader,,5,J. Chambers
AVpff7_VilAPnD_xc1E_,2016-02-03T04:11:33Z,Certified Refurbished Amazon Fire TV (Previous Generation - 1st),2014-04-07T00:00:00Z,5,Mandy
