,id,name,reviews_rating,reviews_username
223,2,14,4.0,147
224,2,14,5.0,9
225,2,14,3.0,761
226,2,14,5.0,88
227,2,14,5.0,332
228,2,14,5.0,110
229,2,14,5.0,641
230,2,14,5.0,156
231,8,28,4.0,359
232,8,28,5.0,199
233,8,28,5.0,113
234,44,51,3.0,53
235,44,51,4.0,40
236,44,51,1.0,651
237,44,51,3.0,737
238,44,51,5.0,40
239,44,51,5.0,40
240,44,51,5.0,53
241,44,51,3.0,53
242,44,51,5.0,40
243,44,51,3.0,53
244,44,51,4.0,40
245,44,51,4.0,40
246,44,51,5.0,37
247,44,51,5.0,733
248,44,51,5.0,733
249,44,51,5.0,40
250,44,51,5.0,733
251,44,51,4.0,40
252,44,51,5.0,53
253,44,51,5.0,733
254,44,51,5.0,40
255,15,58,5.0,404
256,15,58,3.0,919
257,28,57,5.0,64
258,28,57,5.0,197
259,28,57,5.0,327
260,12,35,5.0,64
261,12,35,5.0,197
262,12,35,5.0,327
263,16,54,5.0,411
264,16,54,5.0,584
265,16,54,2.0,579
266,26,44,5.0,443
267,26,44,3.0,136
268,26,44,5.0,512
269,14,53,5.0,584
270,14,53,5.0,327
271,14,53,3.0,643
272,14,53,5.0,466
273,4,48,5.0,526
274,4,48,5.0,640
275,4,48,5.0,655
276,4,48,5.0,24
277,4,48,5.0,203
278,4,48,5.0,446
279,41,36,5.0,327
280,41,36,5.0,404
281,41,36,3.0,919
282,17,31,5.0,685
283,17,31,5.0,626
284,17,31,5.0,585
285,17,31,4.0,37
286,17,31,5.0,493
287,17,31,5.0,878
288,38,19,5.0,168
289,38,19,5.0,489
290,38,19,5.0,298
291,38,19,5.0,489
292,38,19,5.0,168
293,38,19,5.0,772
294,38,19,5.0,298
295,38,19,4.0,168
296,38,19,5.0,489
297,38,19,5.0,489
298,38,19,4.0,168
299,38,19,5.0,168
300,38,19,5.0,489
301,38,19,5.0,489
302,38,19,5.0,489
303,38,19,5.0,772
304,38,19,5.0,298
305,38,19,5.0,489
306,38,19,4.0,168
307,38,19,5.0,772
308,38,19,5.0,772
309,38,19,5.0,489
310,38,19,5.0,489
311,38,19,5.0,168
312,38,19,5.0,772
313,38,19,4.0,298
314,38,19,5.0,772
315,38,19,5.0,489
316,38,19,5.0,298
317,38,19,5.0,772
318,38,19,5.0,298
319,38,19,4.0,298
320,38,19,5.0,772
321,38,19,5.0,168
322,38,19,5.0,772
323,38,19,5.0,489
324,38,19,5.0,772
325,38,19,5.0,772
326,38,19,5.0,168
327,38,19,5.0,489
328,38,19,5.0,772
329,38,19,5.0,168
330,38,19,5.0,772
331,38,19,5.0,298
332,38,19,5.0,83
333,38,19,5.0,788
334,38,19,5.0,690
335,38,19,5.0,191
336,38,19,5.0,52
337,38,19,5.0,489
338,38,19,5.0,31
339,38,19,5.0,279
340,38,19,5.0,561
341,38,19,5.0,334
342,38,19,5.0,772
343,38,19,5.0,100
344,38,19,5.0,607
345,38,19,2.0,504
346,38,19,1.0,940
347,38,19,1.0,317
348,38,19,5.0,806
349,38,19,3.0,7
350,38,19,5.0,37
351,38,19,5.0,429
352,38,19,5.0,467
353,38,19,5.0,296
354,38,19,5.0,599
355,38,19,5.0,37
356,38,19,5.0,627
357,38,19,5.0,126
358,38,19,5.0,787
359,38,19,5.0,729
360,38,19,5.0,702
361,38,19,4.0,492
362,38,19,5.0,241
363,38,19,5.0,405
364,38,19,5.0,344
365,38,19,5.0,774
366,38,19,4.0,298
367,38,19,5.0,227
368,38,19,5.0,519
369,38,19,5.0,735
370,38,19,4.0,298
371,38,19,5.0,468
372,38,19,5.0,470
373,38,19,5.0,299
374,38,19,5.0,505
375,38,19,5.0,354
376,38,19,5.0,42
377,38,19,5.0,276
378,38,19,5.0,376
379,38,19,5.0,578
380,38,19,5.0,860
381,38,19,4.0,115
382,38,19,5.0,734
383,38,19,5.0,772
384,38,19,1.0,186
385,38,19,5.0,758
386,38,19,5.0,298
387,38,19,5.0,772
388,38,19,1.0,284
389,38,19,5.0,871
390,38,19,5.0,210
391,38,19,5.0,489
392,38,19,5.0,38
393,38,19,5.0,347
394,38,19,5.0,281
395,38,19,5.0,319
396,38,19,5.0,284
397,38,19,5.0,649
398,38,19,5.0,34
399,38,19,5.0,566
400,38,19,5.0,435
401,38,19,5.0,267
402,38,19,5.0,390
403,38,19,5.0,819
404,38,19,5.0,489
405,38,19,5.0,270
406,38,19,5.0,927
407,38,19,5.0,369
408,38,19,5.0,88
409,38,19,5.0,37
410,38,19,5.0,475
411,38,19,5.0,835
412,38,19,5.0,149
413,38,19,4.0,168
414,38,19,5.0,7
415,38,19,5.0,469
416,38,19,5.0,721
417,38,19,5.0,133
418,38,19,5.0,139
419,38,19,5.0,238
420,38,19,5.0,293
421,38,19,5.0,394
422,38,19,5.0,168
423,38,19,5.0,810
424,38,19,5.0,473
425,38,19,5.0,54
426,38,19,5.0,394
427,38,19,5.0,194
428,38,19,5.0,518
429,38,19,5.0,374
430,38,19,5.0,180
431,38,19,4.0,211
432,38,19,5.0,84
433,38,19,5.0,888
434,38,19,5.0,50
435,38,19,5.0,62
436,38,19,5.0,243
437,38,19,5.0,576
438,38,19,5.0,514
439,38,19,5.0,848
440,38,19,5.0,172
441,38,19,5.0,713
442,38,19,5.0,68
443,38,19,5.0,438
444,38,19,5.0,248
445,38,19,5.0,314
446,38,19,5.0,513
447,38,19,2.0,708
448,38,19,5.0,232
449,38,19,5.0,119
450,38,19,5.0,39
451,38,19,5.0,453
452,38,19,5.0,370
453,38,19,5.0,945
454,58,11,4.0,295
455,58,11,5.0,109
456,58,11,5.0,442
457,58,11,2.0,441
458,58,11,1.0,661
459,58,11,5.0,728
460,58,11,5.0,217
461,58,11,2.0,381
462,58,11,5.0,695
463,58,11,1.0,495
464,58,11,4.0,502
465,58,11,5.0,37
466,58,11,3.0,46
467,58,11,2.0,266
468,58,11,5.0,530
469,58,11,5.0,530
470,58,11,5.0,803
471,58,11,5.0,728
472,58,11,4.0,765
473,61,2,5.0,584
474,61,2,2.0,35
475,61,2,5.0,195
476,61,2,4.0,636
477,61,2,4.0,397
478,61,2,3.0,77
479,61,2,5.0,421
480,61,2,5.0,236
481,61,2,3.0,548
482,61,2,5.0,580
483,61,2,5.0,698
484,61,2,5.0,373
485,61,2,5.0,691
486,61,2,5.0,37
487,61,2,1.0,246
488,61,2,5.0,37
489,61,2,1.0,484
490,61,2,1.0,159
491,61,2,5.0,222
492,61,2,1.0,555
493,61,2,2.0,153
494,61,2,4.0,213
495,61,2,5.0,328
496,61,2,2.0,255
497,61,2,4.0,662
498,61,2,5.0,784
499,61,2,5.0,612
500,32,47,4.0,427
501,32,47,5.0,746
502,32,47,5.0,677
503,32,47,5.0,124
504,32,47,5.0,640
505,32,47,5.0,535
506,32,47,5.0,512
507,32,47,5.0,14
508,32,47,5.0,746
509,32,47,5.0,427
510,32,47,5.0,744
511,32,47,5.0,705
512,32,47,5.0,427
513,32,47,5.0,746
514,32,47,5.0,705
515,32,47,5.0,705
516,32,47,5.0,427
517,32,47,5.0,472
518,32,47,5.0,329
519,32,47,5.0,263
520,59,3,4.0,337
521,59,3,1.0,796
522,59,3,5.0,327
523,59,3,2.0,727
524,59,3,4.0,185
525,59,3,3.0,202
526,59,3,2.0,174
527,59,3,4.0,82
528,59,3,3.0,391
529,59,3,4.0,12
530,59,3,5.0,371
531,59,3,4.0,262
532,59,3,3.0,471
533,59,3,3.0,771
534,59,3,2.0,783
535,59,3,5.0,584
536,59,3,5.0,854
537,59,3,5.0,910
538,23,42,3.0,263
539,23,42,5.0,375
540,23,42,3.0,197
541,64,5,5.0,724
542,64,5,5.0,601
543,64,5,5.0,99
544,64,5,4.0,712
545,64,5,5.0,37
546,64,5,5.0,508
547,64,5,4.0,228
548,64,5,5.0,557
549,64,5,5.0,37
550,64,5,4.0,448
551,64,5,5.0,648
552,64,5,5.0,724
553,64,5,3.0,546
554,20,10,4.0,872
555,20,10,5.0,706
556,20,10,5.0,18
557,20,10,5.0,37
558,20,10,4.0,33
559,52,40,5.0,521
560,52,40,5.0,772
561,52,40,5.0,225
562,52,40,5.0,772
563,52,40,5.0,772
564,52,40,5.0,521
565,52,40,5.0,225
566,52,40,5.0,225
567,52,40,5.0,772
568,52,40,5.0,772
569,52,40,5.0,772
570,52,40,5.0,225
571,52,40,5.0,225
572,52,40,5.0,225
573,52,40,5.0,772
574,52,40,5.0,521
575,52,40,5.0,225
576,52,40,5.0,772
577,52,40,5.0,521
578,52,40,5.0,772
579,52,40,5.0,225
580,52,40,5.0,521
581,52,40,5.0,225
582,52,40,5.0,521
583,52,40,5.0,225
584,52,40,5.0,521
585,52,40,5.0,225
586,52,40,5.0,772
587,52,40,5.0,225
588,52,40,5.0,521
589,52,40,5.0,521
590,52,40,5.0,225
591,52,40,5.0,521
592,52,40,5.0,772
593,52,40,5.0,772
594,52,40,5.0,772
595,52,40,5.0,772
596,52,40,5.0,521
597,52,40,5.0,225
598,52,40,5.0,521
599,52,40,5.0,225
600,52,40,5.0,772
601,52,40,5.0,225
602,52,40,5.0,772
603,52,40,5.0,772
604,52,40,5.0,521
605,52,40,5.0,225
606,52,40,5.0,772
607,52,40,5.0,772
608,52,40,5.0,225
609,52,40,5.0,772
610,52,40,5.0,521
611,52,40,5.0,521
612,52,40,5.0,772
613,52,40,5.0,225
614,52,40,5.0,521
615,52,40,5.0,772
616,52,40,5.0,225
617,52,40,5.0,225
618,52,40,5.0,521
619,52,40,5.0,225
620,52,40,5.0,772
621,52,40,5.0,225
622,52,40,5.0,225
623,52,40,5.0,521
624,52,40,5.0,521
625,52,40,5.0,521
626,52,40,5.0,521
627,52,40,5.0,225
628,52,40,5.0,521
629,52,40,5.0,772
630,52,40,5.0,225
631,52,40,5.0,521
632,52,40,5.0,772
633,52,40,5.0,772
634,52,40,5.0,521
635,52,40,5.0,521
636,52,40,5.0,521
637,52,40,5.0,225
638,52,40,5.0,521
639,52,40,5.0,521
640,52,40,5.0,772
641,52,40,5.0,521
642,52,40,5.0,772
643,52,40,5.0,772
644,52,40,5.0,772
645,52,40,5.0,225
646,63,16,5.0,156
647,63,16,5.0,828
648,63,16,4.0,147
649,63,16,5.0,9
650,63,16,3.0,761
651,63,16,5.0,88
652,63,16,5.0,332
653,63,16,5.0,110
654,63,16,5.0,156
655,63,16,5.0,641
656,62,6,5.0,112
657,62,6,5.0,844
658,62,6,5.0,76
659,62,6,5.0,629
660,62,6,5.0,436
661,62,6,5.0,786
662,62,6,5.0,343
663,62,6,5.0,420
664,62,6,5.0,125
665,62,6,5.0,97
666,62,6,5.0,420
667,62,6,5.0,606
668,22,43,5.0,197
669,22,43,5.0,481
670,22,43,4.0,604
671,18,9,5.0,676
672,18,9,5.0,37
673,18,9,5.0,718
674,18,9,5.0,330
675,54,59,3.0,37
676,54,59,5.0,47
677,54,59,5.0,91
678,54,59,5.0,198
679,54,59,3.0,160
680,54,59,5.0,419
681,60,13,5.0,156
682,60,13,5.0,828
683,60,13,4.0,147
684,60,13,5.0,9
685,60,13,3.0,761
686,60,13,5.0,88
687,60,13,5.0,332
688,60,13,5.0,110
689,60,13,5.0,641
690,60,13,5.0,156
691,21,7,5.0,718
692,21,7,5.0,751
693,21,7,5.0,27
694,21,7,4.0,37
695,21,7,5.0,423
696,35,49,4.0,709
697,35,49,5.0,556
698,35,49,5.0,943
699,35,49,4.0,158
700,35,49,4.0,544
701,35,49,5.0,496
702,35,49,5.0,135
703,35,49,4.0,544
704,35,49,5.0,496
705,35,49,5.0,544
706,35,49,5.0,396
707,35,49,5.0,556
708,35,49,5.0,582
709,35,49,5.0,709
710,35,49,5.0,496
711,35,49,5.0,544
712,35,49,5.0,544
713,35,49,5.0,496
714,35,49,5.0,396
715,35,49,5.0,496
716,35,49,5.0,396
717,35,49,5.0,496
718,35,49,5.0,396
719,35,49,4.0,544
720,35,49,4.0,396
721,35,49,5.0,496
722,35,49,5.0,544
723,35,49,5.0,544
724,35,49,5.0,37
725,35,49,5.0,544
726,35,49,5.0,544
727,35,49,5.0,396
728,35,49,4.0,544
729,35,49,5.0,496
730,35,49,5.0,496
731,35,49,5.0,396
732,35,49,5.0,396
733,35,49,5.0,544
734,35,49,5.0,544
735,35,49,5.0,544
736,35,49,5.0,496
737,36,55,5.0,327
738,36,55,5.0,337
739,36,55,3.0,155
740,36,55,5.0,327
741,36,55,5.0,337
742,36,55,5.0,155
743,36,55,5.0,327
744,36,55,5.0,337
745,36,55,5.0,155
746,36,55,5.0,327
747,36,55,5.0,337
748,36,55,5.0,155
749,25,8,4.0,584
750,25,8,5.0,930
751,25,8,5.0,480
752,25,8,5.0,569
753,57,37,5.0,638
754,57,37,5.0,162
755,57,37,5.0,102
756,57,37,5.0,462
757,57,37,5.0,41
758,57,37,5.0,604
759,57,37,1.0,500
760,57,37,5.0,638
761,57,37,5.0,162
762,57,37,5.0,102
763,57,37,5.0,638
764,57,37,5.0,638
765,57,37,5.0,102
766,56,46,5.0,268
767,56,46,5.0,710
768,56,46,4.0,175
769,53,12,5.0,515
770,53,12,5.0,26
771,53,12,5.0,511
772,53,12,5.0,515
773,53,12,5.0,515
774,53,12,5.0,26
775,53,12,5.0,221
776,53,12,5.0,515
777,53,12,5.0,26
778,51,55,5.0,327
779,51,55,5.0,337
780,51,55,3.0,155
781,51,55,5.0,326
782,34,50,4.0,40
783,34,50,5.0,544
784,34,50,4.0,193
785,34,50,4.0,512
786,34,50,4.0,512
787,34,50,5.0,614
789,34,50,5.0,512
790,34,50,5.0,544
791,34,50,5.0,544
792,34,50,5.0,544
799,34,50,5.0,73
800,34,50,5.0,192
801,34,50,5.0,430
804,34,50,5.0,40
805,34,50,5.0,58
807,34,50,4.0,512
811,34,50,5.0,184
813,34,50,5.0,650
814,34,50,5.0,287
817,34,50,5.0,353
818,34,50,5.0,123
820,34,50,5.0,902
821,34,50,5.0,193
822,34,50,5.0,544
823,34,50,5.0,512
824,34,50,5.0,544
825,34,50,5.0,544
826,34,50,5.0,40
827,34,50,5.0,512
828,34,50,5.0,512
829,34,50,5.0,40
830,34,50,4.0,512
831,34,50,4.0,40
832,34,50,4.0,40
833,34,50,4.0,512
834,34,50,5.0,512
835,34,50,5.0,544
836,34,50,5.0,544
837,34,50,4.0,40
838,34,50,5.0,544
839,34,50,5.0,40
840,34,50,5.0,40
841,34,50,4.0,40
842,34,50,5.0,544
843,34,50,5.0,544
844,34,50,4.0,40
845,34,50,5.0,40
846,34,50,5.0,512
847,34,50,5.0,544
848,34,50,5.0,544
849,34,50,4.0,40
850,34,50,4.0,512
851,34,50,5.0,544
852,43,24,5.0,190
853,43,24,5.0,310
854,43,24,5.0,598
855,43,24,5.0,127
856,43,24,5.0,716
857,43,24,5.0,4
858,43,24,5.0,150
859,43,24,5.0,333
860,43,24,4.0,686
861,43,24,5.0,789
862,43,24,5.0,21
863,43,24,5.0,260
864,43,24,5.0,154
865,43,24,5.0,834
866,43,24,5.0,360
867,43,24,4.0,2
868,43,24,5.0,101
869,43,24,5.0,3
870,43,24,5.0,17
871,43,24,4.0,79
872,43,24,4.0,510
873,43,24,5.0,92
874,43,24,5.0,773
875,43,24,5.0,205
876,43,24,4.0,564
877,43,24,5.0,908
878,43,24,5.0,596
879,43,24,2.0,593
880,43,24,5.0,517
881,43,24,5.0,128
882,43,24,4.0,707
883,43,24,5.0,247
884,43,24,4.0,550
885,43,24,4.0,5
886,43,24,5.0,664
887,43,24,5.0,532
888,43,24,5.0,616
889,43,24,5.0,575
890,43,24,2.0,403
891,43,24,5.0,731
892,43,24,5.0,428
893,43,24,5.0,770
894,43,24,5.0,167
895,43,24,3.0,850
896,43,24,5.0,258
897,43,24,5.0,925
898,43,24,5.0,116
899,43,24,5.0,881
900,43,24,5.0,559
901,43,24,5.0,11
902,43,24,5.0,81
903,43,24,4.0,137
904,43,24,5.0,595
905,43,24,4.0,274
906,43,24,5.0,693
907,43,24,5.0,701
908,43,24,4.0,75
909,43,24,5.0,303
910,43,24,5.0,725
911,43,24,5.0,807
912,43,24,5.0,259
913,43,24,5.0,179
914,43,24,5.0,377
915,43,24,5.0,459
916,43,24,5.0,117
917,43,24,4.0,13
918,43,24,4.0,939
919,43,24,5.0,465
920,43,24,5.0,415
921,43,24,5.0,240
922,43,24,5.0,401
923,43,24,2.0,660
924,43,24,5.0,105
925,43,24,5.0,464
926,43,24,5.0,768
927,43,24,5.0,89
928,43,24,5.0,432
929,43,24,5.0,451
930,43,24,4.0,30
931,43,24,4.0,568
932,43,24,4.0,364
933,43,24,5.0,839
934,43,24,4.0,291
935,43,24,5.0,815
936,43,24,5.0,545
937,43,24,4.0,164
938,43,24,5.0,226
939,43,24,5.0,700
940,43,24,4.0,827
941,43,24,4.0,60
942,43,24,5.0,321
943,43,24,5.0,399
944,43,24,5.0,666
945,43,24,4.0,794
946,43,24,1.0,362
947,43,24,5.0,382
948,43,24,3.0,85
949,43,24,5.0,531
950,43,24,5.0,757
951,43,24,4.0,144
952,43,24,5.0,74
953,43,24,4.0,630
954,43,24,5.0,527
955,43,24,5.0,915
956,43,24,4.0,523
957,43,24,5.0,832
958,43,24,4.0,406
959,43,24,5.0,412
960,43,24,5.0,592
961,43,24,5.0,393
962,43,24,5.0,605
963,43,24,5.0,114
964,43,24,5.0,762
965,43,24,5.0,72
966,43,24,5.0,587
967,43,24,4.0,134
968,43,24,4.0,368
969,43,24,5.0,1
970,43,24,5.0,589
971,43,24,5.0,183
972,43,24,5.0,524
973,43,24,5.0,315
974,43,24,5.0,657
975,43,24,4.0,603
976,43,24,5.0,647
977,43,24,5.0,763
978,43,24,5.0,492
979,43,24,4.0,944
980,43,24,5.0,624
981,43,24,5.0,714
982,43,24,5.0,913
983,43,24,5.0,748
984,43,24,4.0,517
985,43,24,5.0,341
986,43,24,4.0,613
987,43,24,5.0,581
988,43,24,5.0,577
989,43,24,4.0,829
990,43,24,5.0,899
991,43,24,5.0,656
992,43,24,5.0,273
993,43,24,3.0,797
994,43,24,4.0,132
995,43,24,4.0,517
996,43,24,3.0,658
997,43,24,3.0,877
998,43,24,5.0,886
999,43,24,5.0,560
1000,43,24,5.0,306
1001,43,24,5.0,32
1002,43,24,5.0,503
1003,43,24,4.0,538
1004,43,24,5.0,838
1005,43,24,4.0,57
1006,43,24,2.0,883
1007,43,24,5.0,694
1008,43,24,4.0,890
1009,43,24,4.0,793
1010,43,24,5.0,602
1011,43,24,5.0,749
1012,43,24,5.0,813
1013,43,24,5.0,177
1014,43,24,5.0,384
1015,43,24,4.0,792
1016,43,24,4.0,547
1017,43,24,5.0,61
1018,43,24,5.0,694
1019,43,24,4.0,802
1020,43,24,5.0,798
1021,43,24,4.0,483
1022,43,24,4.0,840
1023,43,24,4.0,28
1024,43,24,5.0,639
1025,43,24,5.0,805
1026,43,24,4.0,517
1027,43,24,3.0,619
1028,43,24,4.0,542
1029,43,24,3.0,402
1030,43,24,5.0,562
1031,43,24,5.0,811
1032,43,24,5.0,22
1033,43,24,3.0,554
1034,43,24,4.0,882
1035,43,24,4.0,181
1036,43,24,5.0,407
1037,43,24,4.0,893
1038,43,24,5.0,400
1039,43,24,2.0,937
1040,43,24,5.0,670
1041,43,24,5.0,801
1042,43,24,5.0,288
1043,43,24,4.0,673
1044,43,24,5.0,65
1045,43,24,5.0,22
1046,43,24,5.0,392
1047,43,24,5.0,282
1048,43,24,5.0,742
1049,43,24,5.0,80
1050,43,24,5.0,187
1051,43,24,3.0,565
1052,43,24,5.0,823
1053,43,24,5.0,349
1054,43,24,4.0,920
1055,43,24,4.0,929
1056,43,24,5.0,856
1057,43,24,4.0,178
1058,43,24,5.0,785
1059,43,24,5.0,66
1060,43,24,5.0,876
1061,43,24,5.0,264
1062,43,24,5.0,858
1063,43,24,3.0,95
1064,43,24,5.0,497
1065,43,24,5.0,837
1066,43,24,5.0,456
1067,43,24,5.0,278
1068,43,24,3.0,283
1069,43,24,5.0,699
1070,43,24,5.0,616
1071,43,24,3.0,196
1072,43,24,5.0,870
1073,43,24,5.0,812
1074,43,24,4.0,348
1075,43,24,5.0,931
1076,43,24,5.0,929
1077,43,24,5.0,905
1078,43,24,5.0,223
1079,43,24,5.0,865
1080,43,24,5.0,386
1081,43,24,5.0,118
1082,43,24,3.0,645
1083,43,24,5.0,551
1084,43,24,5.0,646
1085,43,24,5.0,275
1086,43,24,4.0,680
1087,43,24,5.0,911
1088,43,24,5.0,738
1089,43,24,5.0,322
1090,43,24,5.0,843
1091,43,24,5.0,874
1092,43,24,5.0,769
1093,43,24,5.0,730
1094,43,24,3.0,355
1095,43,24,4.0,567
1096,43,24,5.0,477
1097,43,24,4.0,845
1098,43,24,4.0,901
1099,43,24,5.0,741
1100,43,24,5.0,682
1101,43,24,3.0,779
1102,43,24,5.0,458
1103,43,24,5.0,644
1104,43,24,5.0,289
1105,43,24,5.0,311
1106,43,24,5.0,880
1107,43,24,5.0,903
1108,43,24,5.0,862
1109,43,24,4.0,896
1110,43,24,5.0,799
1111,43,24,5.0,553
1112,43,24,4.0,926
1113,43,24,5.0,417
1114,43,24,4.0,528
1115,43,24,4.0,701
1116,43,24,5.0,889
1117,43,24,5.0,625
1118,43,24,5.0,866
1119,43,24,5.0,588
1120,43,24,4.0,145
1121,43,24,4.0,558
1122,43,24,5.0,816
1123,43,24,5.0,800
1124,43,24,2.0,16
1125,43,24,1.0,385
1126,43,24,5.0,808
1127,43,24,4.0,897
1128,43,24,4.0,257
1129,43,24,5.0,869
1130,43,24,5.0,0
1131,43,24,4.0,689
1132,43,24,5.0,439
1133,43,24,5.0,131
1134,43,24,4.0,230
1135,43,24,5.0,753
1136,43,24,5.0,665
1137,43,24,4.0,912
1138,43,24,3.0,884
1139,43,24,5.0,672
1140,43,24,4.0,590
1141,43,24,4.0,69
1142,43,24,5.0,679
1143,43,24,3.0,923
1144,43,24,5.0,378
1145,43,24,5.0,932
1146,43,24,5.0,916
1147,43,24,5.0,338
1148,43,24,5.0,36
1149,43,24,5.0,233
1150,43,24,5.0,108
1151,43,24,1.0,388
1152,43,24,4.0,358
1153,43,24,5.0,48
1154,43,24,5.0,742
1155,43,24,5.0,631
1156,43,24,3.0,574
1157,43,24,4.0,767
1158,43,24,5.0,754
1159,43,24,4.0,570
1160,43,24,5.0,422
1161,43,24,5.0,309
1162,43,24,5.0,895
1163,43,24,4.0,766
1164,43,24,5.0,620
